Name,Type,Alias,Rating,Num_Reviews,THC%,Other_Cannabinoids,Main_Effect,Terpene,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
Ice Cream Cake,Indica,,4.6,1039.0,THC 23%,CBG 1%,Sleepy,Caryophyllene,,,,,,0.0,0.005,0.013,0.002,0.008,0.0,0.0,0.278,0.0,0.002,0.053,0.197,0.018,0.0,0.453,0.262,,0.036,0.241,0.0,0.0,,0.41,0.0,20.72,0.0,0.0,0.04,0.0,0.0,0.0,0.6,0.09,,
Gelato,Hybrid,"aka Gelato 42, Larry Bird",4.6,2219.0,THC 16%,CBD 0%,Euphoric,Caryophyllene,,,,,,0.0,0.014,0.012,0.0,0.001,0.101,0.0,0.125,0.072,0.007,0.047,0.127,0.091,0.0,0.444,0.064,,0.104,0.628,0.0,0.0,,1.22,0.03,15.06,0.04,0.0,0.05,0.0,0.0,0.0,0.25,0.14,0.05,
Blue Dream,Hybrid,,4.3,14300.0,THC 18%,CBD 0%,Creative,Myrcene,,,,,,0.0,0.0,0.178,0.0,0.0,0.0,0.0,0.231,0.0,0.0,0.347,0.476,0.463,0.0,1.158,0.061,,0.222,0.026,0.0,0.0,,7.96,0.0,66.14,0.08,0.24,0.18,0.0,0.0,0.0,0.57,0.2,0.16,
Sour Diesel,Sativa,"aka Sour D, Sour Deez",4.3,8264.0,THC 19%,CBD 0%,Energetic,Caryophyllene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.021,0.0,0.0,0.141,0.072,0.0,0.403,0.39,,0.062,0.294,0.0,0.0,,76.4,0.57,0.22,0.53,3.46,0.07,0.3,0.0,0.0,0.0,2.47,0.09,
Dosidos,Hybrid,"aka Dosi, Do-Si-Dos",4.6,1073.0,THC 20%,CBG 1%,Sleepy,Limonene,,,,,,0.0,0.019,0.013,0.0,0.0,0.003,0.0,0.24,0.032,0.0,0.06,0.188,0.079,0.0,0.669,0.131,,0.124,0.66,0.0,0.0,,0.33,0.02,23.63,0.0,0.0,0.1,0.0,0.0,0.0,0.79,0.14,0.0,
GSC,Hybrid,aka Girl Scout Cookies,4.4,7409.0,THC 19%,CBG 1%,Hungry,Caryophyllene,,,,,,0.0,0.017,0.05,0.002,0.003,0.0,0.0,0.226,0.011,0.015,0.202,0.703,0.125,0.0,1.975,1.102,,0.149,0.661,0.0,0.0,,3.73,0.0,73.43,0.0,0.0,0.17,0.0,0.0,0.0,2.33,0.26,0.08,
Zkittlez,Indica,"aka Skittles, Skittlz, Island Zkittlez",4.5,857.0,THC 20%,CBG 1%,Relaxed,Caryophyllene,,,,,,0.0,0.134,0.112,0.139,0.102,0.0,0.0,6.778,0.04,0.122,0.069,10.474,0.544,0.0,32.262,0.396,,0.953,7.029,0.036,0.0,,,,,,,,,,,,,,
OG Kush,Hybrid,aka Premium OG Kush,4.3,5476.0,THC 18%,CBD 0%,Hungry,Myrcene,,,,,,0.0,0.013,0.092,0.0,0.0,0.019,0.0,0.12,0.0,0.008,0.547,0.85,0.086,0.0,2.706,0.186,,0.164,0.744,0.0,0.0,,1.94,0.0,67.34,0.12,0.0,0.16,0.0,0.0,0.0,1.93,0.2,0.0,
Biscotti,Hybrid,,4.6,393.0,THC 22%,CBG 2%,Tingly,Caryophyllene,,,,,,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.171,0.0,0.003,0.13,0.14,0.029,0.0,0.536,0.072,,0.056,0.325,0.0,0.0,,1.56,0.0,23.01,0.0,0.0,0.06,0.0,0.0,0.0,2.05,0.09,0.0,
Purple Punch,Indica,,4.6,1506.0,THC 18%,CBD 0%,Sleepy,Caryophyllene,,,,,,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.024,0.0,0.001,0.057,0.046,0.195,0.0,0.159,0.381,,0.098,0.077,0.0,0.0,,0.2,0.0,11.52,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.03,0.0,
Jack Herer,Sativa,"aka JH, The Jack, Premium Jack, Platinum Jack",4.4,4842.0,THC 18%,CBG 1%,Energetic,Terpinolene,,,,,,0.046,0.0,0.017,0.012,0.0,0.0,0.0,0.039,0.065,0.398,0.0,0.106,0.056,0.044,0.234,0.074,,0.073,0.074,0.038,0.029,,2.64,0.0,17.58,0.02,0.02,0.07,0.0,0.0,0.0,0.91,0.19,0.03,
Mimosa,Hybrid,aka Purple Mimosa,4.5,948.0,THC 20%,CBG 1%,Energetic,Myrcene,,,,,,0.0,0.004,0.006,0.0,0.003,0.112,0.0,0.153,0.0,0.006,0.042,0.045,0.013,0.0,0.138,0.431,,0.028,0.174,0.0,0.0,,0.46,0.0,18.15,0.0,0.0,0.05,0.0,0.0,0.0,0.28,0.09,0.0,
Sherbert,Hybrid,"aka Sherbet, Sunset Sherbet, Sunset Sherbert",4.6,1563.0,THC 18%,CBG 1%,Relaxed,Caryophyllene,,,,,,0.005,0.433,0.194,0.154,0.333,0.0,0.0,6.479,0.064,0.357,0.113,5.27,1.424,0.021,13.016,6.074,,2.692,11.274,0.035,0.01,,,,,,,,,,,,,,
Pineapple Express,Hybrid,,4.4,4120.0,THC 20%,CBG 1%,Energetic,Myrcene,,,,,,0.0,0.0,0.003,0.0,0.004,0.0,0.0,0.129,0.005,0.087,0.035,0.31,0.0,0.0,0.15,0.336,,0.0,0.164,0.0,0.0,,81.87,0.08,0.0,0.66,0.68,0.0,0.56,0.0,0.0,0.0,1.91,1.18,
Durban Poison,Sativa,,4.4,3562.0,THC 20%,CBG 1%,Energetic,Terpinolene,,,,,,0.02,0.008,0.189,0.002,0.002,0.0,0.0,0.0,0.0,1.087,0.02,2.082,0.054,0.024,3.913,0.069,,0.136,0.235,0.004,0.004,,79.94,0.0,0.0,0.89,0.75,0.0,0.21,0.0,0.0,0.0,2.26,2.56,
Northern Lights,Indica,aka NL,4.4,3479.0,THC 18%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.025,0.01,0.0,0.0,0.0,0.0,0.058,0.0,0.016,0.0,0.073,0.08,0.0,0.174,0.167,,0.136,0.975,0.008,0.0,,0.33,0.0,25.27,0.02,0.0,0.09,0.0,0.0,0.0,1.19,0.17,0.02,
Green Crack,Sativa,"aka Green Crush, Mango Crack",4.3,6812.0,THC 17%,CBG 1%,Energetic,Myrcene,,,,,,0.0,0.006,0.007,0.0,0.0,0.008,0.0,0.039,0.24,0.004,0.075,0.074,0.106,0.0,0.186,0.588,,0.059,0.145,0.0,0.0,,0.83,0.03,21.23,0.02,0.0,0.06,0.0,0.0,0.0,1.73,0.11,0.0,
Gushers,Hybrid,"aka White Gushers, White Gusherz",4.6,219.0,THC 24%,CBG 1%,Tingly,Limonene,,,,,,0.0,0.014,0.011,0.0,0.003,0.013,0.0,0.161,0.029,0.017,0.064,0.081,0.054,0.0,0.298,0.058,,0.097,0.467,0.0,0.0,,0.69,0.0,23.53,0.0,0.0,0.06,0.0,0.0,0.0,1.29,0.06,0.0,
MAC,Hybrid,"aka Miracle Alien Cookies, Miracle Cookies",4.6,437.0,THC 22%,CBG 1%,Happy,Limonene,,,,,,0.0,0.015,0.031,0.007,0.003,0.0,0.0,0.184,0.046,0.027,0.266,0.127,0.163,0.0,0.362,0.043,,0.137,0.56,0.0,0.0,,0.41,0.0,16.63,0.02,0.0,0.03,0.0,0.0,0.0,1.0,0.08,0.0,
Slurricane,Indica,,4.6,357.0,THC 20%,CBG 1%,Sleepy,Caryophyllene,,,,,,0.0,0.011,0.012,0.0,0.0,0.14,0.0,0.064,0.023,0.01,0.051,0.063,0.082,0.0,0.198,0.066,,0.089,0.328,0.0,0.0,,0.33,0.0,20.96,0.0,0.0,0.03,0.0,0.0,0.0,0.47,0.06,0.0,
Strawberry Cough,Sativa,,4.3,2716.0,THC 19%,CBG 1%,Energetic,Myrcene,,,,,,0.0,0.006,0.013,0.0,0.0,0.061,0.0,0.081,0.034,0.0,0.006,0.087,0.019,0.0,0.161,1.011,,0.052,0.119,0.0,0.0,,1.01,0.01,17.43,0.04,0.0,0.07,0.0,0.0,0.0,0.66,0.04,0.01,
Blue Cookies,Hybrid,"aka Blue GSC, Blue Girl Scout Cookies",4.7,701.0,THC 17%,CBD 0%,Relaxed,Caryophyllene,,,,,,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.166,0.05,0.0,0.451,0.341,,0.083,0.545,0.0,0.0,,0.54,0.0,27.97,0.0,0.0,0.07,0.0,0.0,0.0,1.5,0.07,0.01,
Super Lemon Haze,Sativa,aka SLH,4.4,2357.0,THC 19%,CBG 1%,Energetic,Terpinolene,,,,,,0.06,0.0,0.021,0.01,0.0,0.031,0.0,0.054,0.205,0.746,0.0,0.189,0.073,0.057,0.458,0.171,,0.102,0.125,0.048,0.0,,1.28,0.0,20.03,0.02,0.0,0.08,0.04,0.01,0.0,1.8,0.11,0.0,
Bubba Kush,Indica,"aka BK, Bubba, Bubba OG Kush",4.3,3521.0,THC 17%,CBD 0%,Sleepy,Caryophyllene,,,,,,0.0,0.012,0.013,0.0,0.002,0.127,0.0,0.012,0.001,0.011,0.118,0.145,0.05,0.0,0.446,0.182,,0.083,0.567,0.002,0.0,,0.46,0.0,17.75,0.03,0.0,0.06,0.0,0.0,0.0,0.37,0.09,0.0,
Wedding Crasher,Hybrid,aka Wedding Crashers,4.6,291.0,THC 21%,CBG 1%,Focused,Caryophyllene,,,,,,0.0,0.008,0.039,0.0,0.002,0.0,0.0,0.112,0.022,0.004,0.216,0.25,0.045,0.0,0.784,0.032,,0.064,0.395,0.0,0.0,,0.39,0.0,20.44,0.0,0.0,0.04,0.0,0.0,0.0,2.11,0.07,0.0,
Lemon Haze,Sativa,,4.2,2507.0,THC 19%,CBG 1%,Energetic,Myrcene,,,,,,0.033,0.003,0.016,0.005,0.003,0.001,0.009,0.036,0.296,0.925,0.009,0.182,0.048,0.016,0.517,0.187,,0.088,0.147,0.018,0.003,,0.61,0.0,21.14,0.0,0.0,0.06,0.0,0.0,0.0,1.61,0.18,0.0,
Cookies and Cream,Hybrid,"aka Cookies n Cream, Cookies & Cream",4.5,691.0,THC 20%,CBG 2%,Happy,Caryophyllene,,,,,,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.103,0.054,0.0,0.282,0.148,,0.097,0.435,0.0,0.0,,0.82,0.0,26.17,0.0,0.0,0.02,0.0,0.0,0.0,1.5,0.06,0.0,
Forbidden Fruit,Indica,,4.6,883.0,THC 16%,CBD 0%,Sleepy,Myrcene,,,,,,0.0,0.004,0.006,0.0,0.003,0.085,0.0,0.155,0.0,0.004,0.034,0.06,0.016,0.0,0.2,0.633,,0.033,0.187,0.0,0.0,,0.29,0.0,19.43,0.0,0.0,0.06,0.0,0.0,0.0,0.6,0.09,0.0,
AK-47,Hybrid,aka AK,4.1,2945.0,THC 19%,CBD 0%,Talkative,Myrcene,,,,,,0.0,0.014,0.012,0.0,0.0,0.0,0.0,0.056,0.052,0.051,0.024,0.097,0.387,0.0,0.221,0.722,,0.14,0.229,0.0,0.0,,,,,,,,,,,,,,
SFV OG,Hybrid,"aka San Fernando Valley OG, San Fernando Valley Kush, San Fernando Valley",4.4,906.0,THC 20%,CBD 0%,Focused,Myrcene,,,,,,0.0,0.019,0.0,0.0,0.02,0.0,0.0,0.132,0.0,0.004,0.015,0.043,0.086,0.0,0.163,1.267,,0.153,1.015,0.0,0.0,,0.33,0.0,13.79,0.0,0.0,0.05,0.0,0.0,0.01,0.16,0.04,0.0,
Bubble Gum,Hybrid,aka Bubba Gum,4.1,1215.0,THC 17%,CBG 1%,Happy,Caryophyllene,,,,,,0.0,0.007,0.01,0.003,0.0,0.068,0.0,0.022,0.0,0.0,0.035,0.064,0.334,0.0,0.153,1.094,,0.164,0.107,0.0,0.0,,0.5,0.0,16.67,0.0,0.0,0.06,0.0,0.0,0.0,0.52,0.06,0.0,
Strawberry Banana,Hybrid,aka Strawnana,4.5,668.0,THC 21%,CBG 1%,Relaxed,Limonene,,,,,,0.0,0.025,0.018,0.0,0.0,0.0,0.0,0.0,0.128,0.045,0.0,0.096,0.102,0.0,0.229,0.184,,0.124,0.439,0.0,0.0,,0.14,0.0,20.81,0.0,0.0,0.08,0.0,0.0,0.0,0.69,0.27,0.0,
Trainwreck,Hybrid,,4.2,3099.0,THC 17%,CBG 1%,Euphoric,Terpinolene,,,,,,0.0,0.0,0.234,0.0,0.0,0.018,0.0,0.296,0.0,0.0,0.39,6.922,0.346,0.0,3.287,0.103,,0.0,0.012,0.0,0.0,,44.82,0.0,6.32,0.42,2.24,0.06,0.12,0.0,0.0,0.2,0.96,0.73,
Super Silver Haze,Sativa,aka SSH,4.3,2273.0,THC 20%,CBG 1%,Energetic,Myrcene,,,,,,0.0,0.011,0.01,0.0,0.0,0.0,0.0,0.144,0.0,0.011,0.007,0.095,0.03,0.0,0.293,0.93,,0.053,0.276,0.0,0.0,,0.35,0.0,20.52,0.02,0.0,0.09,0.0,0.0,0.0,1.18,0.14,0.02,
Grease Monkey,Hybrid,,4.6,480.0,THC 22%,CBG 1%,Sleepy,Caryophyllene,,,,,,0.0,0.016,0.014,0.0,0.0,0.0,0.0,0.061,0.071,0.033,0.001,0.166,0.334,0.0,0.328,0.802,,0.139,0.275,0.0,0.0,,,,,,,,,,,,,,
Purple Haze,Sativa,,4.2,1170.0,THC 16%,CBD 0%,Energetic,Myrcene,,,,,,0.0,0.011,0.01,0.0,0.0,0.044,0.0,0.052,0.0,0.011,0.0,0.119,0.022,0.0,0.306,0.24,,0.036,0.206,0.0,0.0,,0.11,0.0,10.49,0.01,0.0,0.04,0.0,0.0,0.0,0.15,0.01,0.02,
Zookies,Hybrid,,4.6,203.0,THC 21%,CBG 1%,Focused,Caryophyllene,,,,,,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.093,0.239,0.023,0.0,0.774,0.0,,0.045,0.317,0.0,0.0,,0.7,0.0,21.09,0.0,0.0,0.02,0.0,0.0,0.0,0.39,0.03,0.02,
Grape Ape,Indica,,4.3,2136.0,THC 18%,CBD 0%,Sleepy,Myrcene,,,,,,0.0,0.007,0.006,0.0,0.0,0.125,0.0,0.009,0.0,0.004,0.122,0.05,0.018,0.0,0.159,0.68,,0.036,0.19,0.0,0.0,,0.27,0.01,18.13,0.04,0.0,0.08,0.0,0.0,0.01,1.19,0.06,0.0,
Tahoe OG,Hybrid,aka Tahoe OG Kush,4.4,1452.0,THC 21%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.0,0.15,0.0,0.0,0.261,0.0,0.164,0.026,0.031,0.352,0.379,0.239,0.0,0.975,0.207,,0.101,0.187,0.0,0.0,,3.4,0.0,66.26,0.12,0.07,0.55,0.02,0.0,0.0,4.77,0.29,0.0,
Birthday Cake,Hybrid,"aka Birthday Cake Kush, Birthday Cake #3",4.5,517.0,THC 20%,CBG 1%,Relaxed,Caryophyllene,,,,,,0.0,0.006,0.009,0.0,0.003,0.0,0.0,0.17,0.0,0.006,0.037,0.163,0.031,0.0,0.393,0.448,,0.058,0.335,0.0,0.0,,0.73,0.0,19.83,0.01,0.0,0.05,0.0,0.0,0.0,0.47,0.13,0.01,
Banana Kush,Hybrid,,4.2,1229.0,THC 21%,CBD 0%,Talkative,Limonene,,,,,,0.0,0.043,0.064,0.0,0.003,0.0,0.0,0.123,0.071,0.038,0.0,0.473,0.397,0.0,1.284,1.004,,0.482,2.211,0.0,0.0,,80.65,0.0,0.0,0.95,0.72,0.0,0.21,0.0,0.0,0.0,2.29,2.65,
Alien OG,Hybrid,aka Alien OG Kush,4.4,1134.0,THC 19%,CBG 1%,Euphoric,Myrcene,,,,,,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.117,0.046,0.0,0.346,0.455,,0.089,0.362,0.0,0.0,,0.91,0.0,22.02,0.0,0.0,0.05,0.0,0.0,0.0,0.59,0.12,0.0,
Ghost Train Haze,Sativa,,4.5,1153.0,THC 18%,CBG 2%,Energetic,Terpinolene,,,,,,0.055,0.005,0.0,0.006,0.003,0.001,0.004,0.011,0.064,1.367,0.007,0.01,0.089,0.037,0.03,0.23,,0.149,0.286,0.021,0.002,,0.56,0.0,14.95,0.0,0.0,0.06,0.0,0.0,0.0,1.73,0.12,0.0,
Thin Mint,Hybrid,"aka Thin Mint GSC, Thin Mints, Thin Mint Cookies, Thin Mint Girl Scout Cookies",4.6,842.0,THC 19%,CBD 0%,Uplifted,Caryophyllene,,,,,,0.0,0.005,0.015,0.003,0.0,0.0,0.0,0.003,0.089,0.006,0.094,0.128,0.226,0.0,0.464,1.488,,0.088,0.105,0.0,0.0,,1.16,0.0,21.18,0.0,0.0,0.06,0.0,0.0,0.0,0.2,0.08,0.0,
Animal Cookies,Hybrid,aka Animal Crackers,4.5,1085.0,THC 19%,CBG 1%,Relaxed,Caryophyllene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.034,0.329,0.016,0.0,0.89,0.226,,0.031,0.198,0.0,0.0,,1.25,0.0,24.15,0.0,0.0,0.06,0.0,0.0,0.0,2.09,0.07,0.01,
Blueberry Muffin,Hybrid,aka Blueberry Muffins,4.6,310.0,THC 20%,CBG 1%,Relaxed,Caryophyllene,,,,,,0.0,0.0,0.172,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.252,0.072,0.0,0.875,0.082,,0.048,0.018,0.0,0.0,,4.17,0.0,78.48,0.06,0.12,0.18,0.0,0.0,0.0,0.28,0.33,0.16,
Guava,Sativa,,4.5,59.0,THC 19%,CBG 1%,Uplifted,Caryophyllene,,,,,,0.0,0.013,0.008,0.003,0.0,0.0,0.0,0.134,0.025,0.006,0.057,0.099,0.063,0.0,0.358,0.056,,0.091,0.445,0.0,0.0,,2.06,0.0,21.06,0.0,0.0,0.06,0.0,0.0,0.0,0.46,0.1,0.04,
Tangie,Sativa,,4.4,1279.0,THC 17%,CBG 1%,Energetic,Myrcene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.082,0.0,,0.0,0.102,0.0,0.0,,71.6,0.66,0.0,1.02,3.43,0.03,0.36,0.0,0.0,0.0,3.61,0.0,
Platinum OG,Indica,,4.4,969.0,THC 19%,CBD 0%,Sleepy,Myrcene,,,,,,0.0,0.02,0.01,0.0,0.001,0.125,0.0,0.121,0.077,0.01,0.05,0.129,0.168,0.0,0.447,0.091,,0.157,0.885,0.0,0.0,,0.95,0.02,16.76,0.04,0.0,0.05,0.0,0.0,0.0,0.24,0.14,0.06,
Platinum Cookies,Hybrid,"aka Platinum Girl Scout Cookies, Platinum GSC, PGSC",4.5,1362.0,THC 17%,CBD 0%,Relaxed,Caryophyllene,,,,,,0.0,0.01,0.021,0.0,0.0,0.005,0.0,0.269,0.0,0.003,0.006,0.302,0.041,0.0,0.731,0.18,,0.08,0.451,0.0,0.0,,0.39,0.0,21.68,0.01,0.0,0.07,0.0,0.0,0.0,1.1,0.12,0.0,
Mochi,Hybrid,"aka Gelato 47, Mochi Gelato",4.6,102.0,THC 10%,CBD 0%,Sleepy,Myrcene,,,,,,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.025,0.027,0.0,0.0,0.049,0.161,0.0,0.126,0.547,,0.073,0.133,0.0,0.0,,0.51,0.0,10.44,0.0,0.0,0.05,0.0,0.0,0.0,0.18,0.02,0.0,
Fire OG,Hybrid,aka Fire OG Kush,4.4,1190.0,THC 20%,CBD 0%,Hungry,Myrcene,,,,,,0.0,0.0,0.141,0.0,0.012,0.011,0.0,0.472,0.104,0.0,0.503,0.821,0.103,0.0,2.572,0.406,,0.101,0.376,0.0,0.0,,6.46,0.0,72.05,0.0,0.0,0.18,0.0,0.0,0.0,2.01,0.34,0.0,
Skunk 1,Hybrid,"aka Skunk No. 1, Skunk, Skunk #1",4.1,498.0,THC 17%,CBG 1%,Hungry,Myrcene,,,,,,0.0,0.019,0.017,0.0,0.034,0.028,0.0,0.164,0.0,0.037,0.023,0.132,0.056,0.0,0.306,0.085,,0.091,0.383,0.0,0.0,,0.54,0.0,15.51,0.02,0.0,0.08,0.0,0.0,0.0,0.19,0.05,0.0,
Headband,Hybrid,aka HB,4.2,2642.0,THC 19%,CBG 1%,Euphoric,Caryophyllene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309,0.0,0.01,0.297,0.736,0.062,0.0,1.806,0.415,,0.107,0.9,0.0,0.0,,5.53,0.0,69.66,0.0,0.0,0.18,0.0,0.0,0.0,0.83,0.28,0.08,
Khalifa Kush,Hybrid,"aka KK, Wiz Khalifa, Wiz Khalifa Kush, Kalifa Kush",4.6,681.0,THC 21%,CBD 0%,Creative,Limonene,,,,,,0.0,0.013,0.011,0.0,0.009,0.001,0.011,0.207,0.001,0.015,0.067,0.193,0.049,0.0,0.6,1.05,,0.079,0.458,0.0,0.0,,1.4,0.0,23.75,0.0,0.0,0.06,0.0,0.0,0.0,0.99,0.15,,
Purple Urkle,Indica,,4.3,1283.0,THC 18%,CBD 0%,Sleepy,Myrcene,,,,,,0.0,0.002,0.009,0.002,0.0,0.0,0.0,0.082,0.07,0.0,0.039,0.084,0.173,0.0,0.314,0.525,,0.046,0.025,0.0,0.0,,0.35,0.0,22.95,0.0,0.0,0.02,0.0,0.0,0.0,0.35,0.16,0.0,
